N° work situation ,Activity sector,Company's activity ,Task,Type of process used ,Collection système +  the type if existing ,General ventilation ,Outdoors/indoors work ,Individual protection ,Product,Daily amont of the product,SDS,hazard statements  according to the CLP regulation (inhalation route),Chemicals emitted during the process,Risk level,variability (%),Confidence (%),Supporting comments ,p%1,p%2,p%3,p%4,p%5,p%6,p%7,p%8,p%9,p%10,p%11,p%12,p%13,p%14,p%15,p%16,p%17,p%18,p%19,p%20,p%21,p%22,p%23,p%24,p%25,p%26,p%27,p%28,p%29,p%30,p%31,p%32,p%33,p%34,p%35,p%36,p%37,p%38,p%39,p%40,p%41,p%42,p%43,p%44,p%45,p%46,p%47,p%48,p%49,p%50,p%51,p%52,p%53,p%54,p%55,p%56,p%57,p%58,p%59,p%60,p%61,p%62,p%63,p%64,p%65,p%66,p%67,p%68,p%69,p%70,p%71,p%72,p%73,p%74,p%75,p%76,p%77,p%78,p%79,p%80,p%81,p%82,p%83,p%84,p%85,p%86,p%87,p%88,p%89,p%90,p%91,p%92,p%93,p%94,p%95,p%96,p%97,p%98,p%99,p%100,moyenne = score à utiliser,moyenne pondérée = score à utiliser,ecart-type des moyennes des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart-type des moyennes pondérées des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart type des ranges des experts = dispersion du niveau de confiance des experts = les experts sont ils d'accord entre eux sur l'incertitude sur l'évaluation,taille moyenne du range des experts = niveau de confiance moyen des experts dans l'évaluation
72,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",mechanical setting,open,not operative,not operative,indoors,not operative,-,-,-,-,fuel vapors,75,18,82,"high hazard: Carbon monoxide toxic by inhalation and reprotoxic
high exposure : task in a car workshop, not ventilated, without collection system",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010240635,0.001055940963,9.44E-04,0.001032032866,0.001139619303,9.48E-04,0.001032032866,0.001040002231,0.001016094134,0.04084299951,0.004383151167,0.004542538482,0.004422997996,0.004339319655,0.004626216823,0.004195871072,0.004379166484,0.004347289021,0.004072345902,0.004191886389,0.01046776192,0.01042393041,0.01037611422,0.01063910329,0.01026055841,0.01210546659,0.01237244034,0.01232063946,0.01259956726,0.0122648539,0.01795099637,0.01779160905,0.01823390885,0.01824187822,0.01792310359,0.01791513422,0.01799482788,0.01792310359,0.01771988476,0.0180147513,0.01110531118,0.01101366348,0.01081841402,0.01153565693,0.01294224999,0.01118898952,0.01071082758,0.01125672913,0.01094990855,0.01071082758,0.02917983272,0.02902443009,0.02857017624,0.02844266639,0.02886902746,0.02984925945,0.03035531417,0.0301401413,0.03018397281,0.03018795749,0.01818210798,0.01760831364,0.01795498105,0.01689107072,0.01624953678,0.01541275338,0.01567175776,0.01615788907,0.01603834859,0.05568195855,74.55194233,75.32738472,16.12049627,14.61687047,8.8,18.4
73,building and construction sector ,Service provider,demolition of a concrete and stone garden shed,dispersive,booth ,not operative,outdoors,not operative,-,-,-,-,silica Dust ,28,19,81,"high hazard due to silica dust. 
Exposure is reduced by the  booth. ",0,0.004069052163,0.007742502032,0.007699029253,0.05146742367,0.01088993127,0.01050737081,0.003060483678,0.002899634394,0.004408139843,0.01335049059,0.01329397598,0.01280273357,0.01317225219,0.01313312669,0.01317659947,0.01352003443,0.01308965391,0.01327658687,0.01324615592,0.01823683101,0.01883675537,0.0188889227,0.01863678058,0.06246603689,0.02073651583,0.02044524821,0.02050176282,0.02121471641,0.02088867056,0.01654139261,0.01660660178,0.01652835077,0.01640227971,0.0160110247,0.01639358516,0.01494159432,0.01515461094,0.01431123902,0.0146894522,0.007625125528,0.007586000026,0.007603389138,0.007581652748,0.007651209195,0.01184633242,0.01163766308,0.01200283443,0.01212021093,0.01182459603,0.01207673815,0.01257232784,0.01215064188,0.01220280921,0.01348090893,0.01410691695,0.01443731008,0.01492855249,0.01447643558,0.01442426824,0.0103508688,0.01037695247,0.01004655935,0.01024653413,0.01022914502,0.01022914502,0.01035956336,0.01025522869,0.01075516565,0.01030739602,0.006199218359,0.006773059049,0.006507875094,0.00647309687,0.005316720935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36175439,30.80743264,18.68962871,17.76096081,7.655940279,16.63043478
74,Manufacturing sector ,manufacture of artificial mineral fibres ,use of an instrument for manufacturing carbon nanofibers ,dispersive ,fume cupboard ,operative,indoors,operative ( type not specified) ,-,None,-,-,carbon nanofibers,37,23,77,high hazard related to carbon nanofibers which are potential carcinogens  and high exposure du to dispersive process,0.05469027354,0.009389649993,0.009152974375,0.008797960949,0.009075599654,0,0,0,0,0,0.01033635246,0.01010877976,0.01041372719,0.009840243958,0.01028628647,0.01009967685,0.01010877976,0.01020436029,0.01029538938,0.01028173501,0.01565245096,0.01571161986,0.01598925857,0.01525647444,0.01757771608,0.02012197897,0.01984889172,0.02000364116,0.02065449911,0.02004915571,0.02399981794,0.02344454053,0.02383141414,0.02385417141,0.02315779892,0.019821583,0.0197123481,0.01926630558,0.01949842975,0.01916162214,0.005857721542,0.005384370306,0.005570979928,0.006135360248,0.005725729371,0.005989713714,0.005498156661,0.005844067179,0.005743935187,0.05130854308,0.005734832279,0.005229620864,0.005384370306,0.00561649447,0.005662009012,0.005630148833,0.005461745028,0.006372035865,0.007569068317,0.007705611943,0.009894861408,0.009876655591,0.01014063993,0.01014063993,0.01009512539,0.006991033635,0.006717946384,0.007168540349,0.006631468754,0.006945519093,0.008370124255,0.008037868099,0.008447498976,0.008347366984,0.008461153338,0.008524873697,0.008511219335,0.007273223795,0.006171771881,0.006085294252,0.008511219335,0.008579491147,0.008438396068,0.008711483319,0.008206271904,0.008347366984,0.008401984434,0.008315506804,0.007969596286,0.008565836785,0,0,0,0,0,0,0,0,0,0,39.87132129,39.55237686,23.34690825,21.95168757,11.73354748,17.75
75,Fireworks sector ,fireworks industry,Supervision of the fireworks launchings,dispersive,not operative,not operative,outdoors,not operative,-,-,-,-,fireworks fumes,49,38,62,"Uncertainty on the hazard : 
fumes from the fireworks  (lead particles? fine particles?) ",4.09E-04,5.54E-04,4.73E-04,5.14E-04,3.95E-04,4.00E-04,4.14E-04,4.82E-04,4.77E-04,4.73E-04,4.00E-04,4.41E-04,4.36E-04,3.68E-04,4.64E-04,0.004635921117,0.004567745806,0.004458665309,0.004472300371,0.004285954523,0.005067698083,0.005335854305,0.005235863849,0.005244953891,0.005035882938,0.005376759491,0.005226773808,0.005294949118,0.004926802442,0.004908622359,0.01187159408,0.01130801151,0.01148526732,0.01182614387,0.01151253744,0.009262752192,0.009085496384,0.009008231032,0.009221847006,0.05498566046,0.013612337,0.01336236087,0.01339417601,0.01374868763,0.01365778721,0.01397593866,0.01377141273,0.01377595775,0.01365778721,0.01342599116,0.02291144936,0.02284327405,0.02325687094,0.02263874812,0.02301143982,0.02217970103,0.0228750892,0.02307507011,0.02309779521,0.02256602779,0.01296694406,0.01297148909,0.01310329469,0.01346689634,0.01318056004,0.01737561415,0.01738924921,0.01729834879,0.0176074102,0.01803464215,0.01508037869,0.01523036437,0.0151258289,0.01488039778,0.0150394735,0.009585448662,0.009103676467,0.00931729244,0.008767344935,0.009099131447,0.008685534563,0.008590089128,0.008699169625,0.008899150536,0.008449193486,0.008930965681,0.008912785598,0.00873552979,0.008821885184,0.008749164852,0.004290499543,0.004245049336,0.004363219874,0.004295044564,0.00400870826,0.004131423819,0.004545020703,0.004376854937,0.004231414274,0.004235959295,55.88335659,55.039495,16.02071232,16.8988585,21.89380833,30.45454545
76,Transportation sector,goods warehouse, driving a self-propelled gas truck ,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,exhaust gas ,58,24,76,"medium hazard: gas emissions that can have pulmonary effects
low exposure  driving a truck only ",0,0,0,0,0,0,0,0,0,0.04353580385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-04,0.004910838674,0.00509368905,0.005289600167,0.004954374478,0.005259125104,0.01457143355,0.01421879354,0.01398805378,0.01400111452,0.01428845082,0.0144713012,0.01439729033,0.01385744636,0.01410124687,0.05755433268,0.01684400251,0.01670033435,0.01624756199,0.01799334773,0.01893807467,0.01427974366,0.01409689329,0.01391404291,0.01410560045,0.01397934661,0.0128517693,0.01262538312,0.01326100585,0.01255137225,0.012917073,0.01156746308,0.01189833519,0.01198105322,0.01159793814,0.0117198384,0.0154247353,0.01510692393,0.01531154221,0.01290836584,0.01292578016,0.01328277375,0.01302591251,0.01332630956,0.01310427696,0.01303461967,0.009812970187,0.00962576623,0.009477744497,0.009804263026,0.00985215241,0.01000017414,0.009917456116,0.009556108944,0.009947931179,0.009812970187,0.0156467679,0.01601682223,0.01599070075,0.01622579409,0.01644347311,0.01426232934,0.01438858317,0.01437116885,0.01375731402,0.01423185428,0.008280509891,0.007997527166,0.007875626916,0.007731958763,0.007714544441,0.007727605183,0.00747074394,0.007705837281,0.007997527166,0.007579583449,57.60587472,56.97865355,21.03642534,20.51214472,14.07729137,22.2173913
77,railway sector ,Service provider,unloading of coal wagon,dispersive,not operative,not operative,outdoors,not operative,-,-,-,-,coal dust  ,50,23,77,high hazard ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004102237584,0.003879388758,0.004056758232,0.004420593051,0.004074949973,0.007213025287,0.006949245043,0.00709477897,0.007067491359,0.006994724395,0.009250500273,0.00929143169,0.00949154084,0.009427869747,0.1003638348,0.009641622703,0.009373294524,0.009623430962,0.00937784246,0.009614335092,0.006244315081,0.006594506094,0.006353465527,0.006530835001,0.006589958159,0.01779607058,0.0176687284,0.01741404402,0.01776878297,0.0176823722,0.01490813171,0.01570856831,0.01567218483,0.01587684191,0.01555848645,0.01965162816,0.01941513553,0.01961069674,0.01963343642,0.01950609423,0.02633709296,0.02625523013,0.02780607604,0.02699199563,0.02648717482,0.0122612334,0.01260687648,0.01234309623,0.01240221939,0.01204293251,0.007877023831,0.007872475896,0.007745133709,0.00784973622,0.007708750227,0.0137847917,0.01373021648,0.01383481899,0.01381662725,0.01375295616,0.01828724759,0.01795979625,0.01848735674,0.01828724759,0.01804620702,0.00937784246,0.009259596143,0.008795706749,0.00900491177,0.008936692741,0.004534291432,0.004702565035,0.004379661634,0.004461524468,0.004479716209,0,0,0,0,0,0,0,0,0,0,51.92726942,50.53583486,17.40232482,16.71812954,11.399942,18.63636364
78,Metalworking sector ,Metalworking company ,monitoring of a hot rolling machine,Open,not operative,not operative,indoors,operative ( type not specified) ,-,-,-,-,metal fumes,41,26,74," high hazard: metal fumes cause respiratory damage 
exposure to fumes reduced by wearing an individual protective equipment ",0,0,0,0,0.04544917419,0,0,0,0,0,6.18E-04,5.86E-04,4.59E-04,5.91E-04,4.86E-04,0.003904084063,0.003840455219,0.003735922118,0.003763191623,0.003885904393,0.009457973149,0.009135284012,0.009348895131,0.00952614691,0.009589775754,0.009612500341,0.009494332488,0.009285266287,0.009512512158,0.008971666985,0.01267577468,0.01266213993,0.01243489406,0.01213947443,0.01226673211,0.01162135384,0.01194858789,0.01193495314,0.01178951578,0.01165771318,0.01174406661,0.01171225219,0.01184405479,0.01158953942,0.05767045713,0.01192131839,0.01137138338,0.01178951578,0.01156681483,0.01188495905,0.01501186223,0.01562542609,0.0157072346,0.01505276649,0.01568905493,0.01808422641,0.01757065074,0.01767518384,0.01751611173,0.0175342914,0.01209857017,0.01222582786,0.01238944488,0.0125757865,0.01241216947,0.01132593421,0.0108532628,0.01038968122,0.01071691527,0.05835673966,0.01793424413,0.0176388245,0.0175342914,0.01787061529,0.01781153136,0.01561179133,0.01527546744,0.01541181497,0.01498459273,0.01345750048,0.006117458846,0.006390153891,0.006090189341,0.006349249634,0.006117458846,0.006271986038,0.006249261451,0.006212902112,0.006331069964,0.006049285084,0,0,0,0,0,0,0,0,0,0,51.41727341,50.09097453,19.10059278,19.12683532,16.91770309,23.86363636
79,Agri-food sector , industrial kitchen,semi-artisanal preparation of gnocchi dough,dispersive,not operative,operative,indoors,not operative,food preserver,50g,Yes ,H319 Causes serious eye irritation,-,21,21,79,"low hazard and high exposure ( dispersive process with only ventilation)
",0.004280959735,0.04788671119,0.004389723956,0.004415827369,0.004624654674,0.004080833569,0.004367971112,0.004193948359,0.004437580214,0.04809553849,0.01741967762,0.01729351113,0.01719779861,0.01706728155,0.0176328555,0.02005177177,0.02061734572,0.0200474212,0.02059559287,0.02022579452,0.02214004481,0.02256640056,0.02200952775,0.02171803963,0.02190511409,0.02380196211,0.02427182354,0.02391072633,0.02685171086,0.02636009658,0.01045441692,0.01061973853,0.01001500946,0.0104283135,0.01022818734,0.01403928564,0.01468316982,0.01440038285,0.0142394118,0.01426116465,0.01510952557,0.01601009332,0.01243392574,0.01205542625,0.01252963825,0.0109590829,0.01051097431,0.01113310565,0.01096343347,0.01039350895,0.008300885341,0.008026799504,0.008122512018,0.008296534772,0.00972352135,0.006195210024,0.006377933915,0.00617345718,0.006612864632,0.006347479933,0.008666333123,0.008957821235,0.009323269017,0.00912749342,0.009062234887,0.00882730417,0.00924060821,0.008996976355,0.009157947402,0.009149246264,0.004794326858,0.004833481978,0.004755171739,0.004594200692,0.003819799439,0.002571186183,0.002427617411,0.002610341302,0.002497226512,0.002484174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.37424463,28.41051141,18.74755183,17.06007731,9.205899317,17.34782609
80,Winery sector ,Winery,Fumigation of intermediate storage areas of cylinder packages.,dispersive,not operative,not operative,indoors,not operative,fumigating agent,-,Yes ,"H330 Fatal if inhaled 
H370 Causes damage to organs 
H373 May cause damage to organs through prolonged or repeated exposure
",-,72,28,72,"high hazard: fatal by inhalation 
uncertainty exposure ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97E-04,7.06E-04,7.58E-04,7.28E-04,6.10E-04,7.54E-04,6.67E-04,6.53E-04,7.62E-04,7.01E-04,0.002805574555,0.002544185621,0.002879634753,0.002661810641,0.002866565306,0.002714088428,0.002709731946,0.002696662499,0.002801218072,0.002883991235,0.003506968193,0.00324557926,0.003759644163,0.003459046889,0.003506968193,0.00359845432,0.003620236731,0.003594097838,0.003567958945,0.003467759853,0.003550533016,0.00340241262,0.003489542264,0.003524394122,0.003550533016,0.01238112249,0.01507778499,0.01489481274,0.01491659515,0.05851626928,0.01010268229,0.01032486288,0.01063417312,0.01057753885,0.01030308047,0.0105165481,0.01021159434,0.01043813142,0.01066902498,0.05396810184,0.01215022893,0.01178864091,0.00975852019,0.009649608134,0.009732381297,0.009357723825,0.009248811769,0.009697529439,0.009314159003,0.009270594181,0.02337252715,0.0234335179,0.02447907364,0.02391708743,0.02379510593,0.02752425471,0.02816901408,0.02771593993,0.02836505578,0.02806881499,0.02696226851,0.02626523135,0.02725415282,0.02670523606,0.02711474539,0.02258836035,0.02196102691,0.02288895762,0.02251430015,0.06596149741,76.94642398,77.79833605,15.05563093,14.04429349,17.8420925,23.08695652
81,Paper manufacturing sector ,Paper manufacturer,addition of surfactant in the preparation of paper pulp for special papers,dispersive,not operative,operative,indoors,operative ( type not specified) ,surfactant ,,yes ,H318 Causes serious eye damage.,-,21,21,79,"low hazard: ocular corrosive
high exposure: dispersive process with ventilation but no collection system and no individual equipment",0.05070993915,0.007044864664,0.007027416083,0.007267334075,0.007162642588,0.007079761827,0.007071037536,0.05098039216,0.007324041964,0.00734585269,0.0112368863,0.01162947938,0.01141137211,0.0117472573,0.01168618727,0.01141137211,0.01166873869,0.01183450021,0.01138519924,0.05532508888,0.0154638051,0.01521952496,0.01532857859,0.0156470152,0.01545508081,0.02339854741,0.02671813998,0.02688826365,0.02741172108,0.0274422561,0.02860258675,0.02779122773,0.02819690724,0.02713690593,0.02782612489,0.01931121726,0.01925887151,0.01904512639,0.01962965386,0.01581713887,0.008375318982,0.008261903204,0.008523631922,0.008301162512,0.008593426247,0.005675151039,0.00532181727,0.005723134638,0.005461405919,0.005286920107,0.006059019826,0.006189884185,0.006028484809,0.006128814151,0.006198608476,0.006216057057,0.006176797749,0.006015398373,0.006237867783,0.005993587646,0.005531200244,0.006652271587,0.007393836289,0.007729721477,0.007433095596,0.007489803485,0.007367663417,0.007568322101,0.007830050819,0.008043795939,0.00323234967,0.00331523043,0.003210538943,0.003332679012,0.003197452507,0.003262884687,0.003537699841,0.003293419704,0.00331523043,0.003171279635,0.002290126284,0.001094898471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14798142,27.79174001,18.05452778,17.33465875,12.67881552,18.17391304
82,Maintenance and control sector,Service provider,filling the anti-algae product tank in the automatic filtration system of an indoor pool ,open ,not operative,operative,indoors,not operative,anti algae ,20L ,yes ,None ,-,30,20,80,Medium hazard and low exposure (ventilation and individual protection),0,0,0,0,0.04350795978,0,0,0,0,0,0.01295231963,0.01325252455,0.01333083888,0.01318726261,0.01296972281,0.01317421022,0.01320466579,0.01311764987,0.01333954047,0.05671697637,0.02119272721,0.02150163372,0.02158429885,0.02146247656,0.02150163372,0.0213058479,0.02157124646,0.02137981144,0.02187145138,0.02135370666,0.01348311674,0.01296972281,0.01329168171,0.01332648808,0.01315680704,0.01073776447,0.0102722293,0.01012865304,0.01055503104,0.01052457547,0.01961773907,0.01906083718,0.01906518798,0.01912174832,0.01922616743,0.01605443716,0.01654172631,0.01610664671,0.01626327537,0.0158978085,0.01430976797,0.0138485836,0.01430976797,0.01445769504,0.01381377723,0.01142519024,0.0112511584,0.01110758213,0.01107712656,0.01139908546,0.01005468951,0.01032008806,0.009902411646,0.00998507677,0.01006774189,0.01011995145,0.01013735463,0.009972024382,0.01018956418,0.01006774189,0.004272481651,0.00431598961,0.004324691202,0.004516126225,0.004363848366,0.004385602346,0.004168062547,0.004289884834,0.004385602346,0.004281183242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.67350757,33.27803323,18.0264456,18.07034727,8.553180684,15.86956522
83,Cleaning sector ,service provider,room cleaning ,open,not operative,not operative,indoors,not operative,floor cleaner ,-,Yes ,H319 Causes serious eye irritation,-,26,22,78,low hazard but high exposure ,0.0500619449,0.006456228516,0.006591460329,0.00641260535,0.006303547436,0.01505435446,0.01524193408,0.01530736883,0.01476207925,0.0149845574,0.01075747265,0.01098431311,0.01121551589,0.01067022632,0.01097558848,0.01386344204,0.01384599278,0.01378928266,0.01380673193,0.01359297842,0.01412518104,0.01376747108,0.01405102165,0.01367150011,0.01743181699,0.01830428031,0.01823884556,0.01824757019,0.01821703397,0.01827810641,0.01850494687,0.01840025127,0.01813414996,0.01799891815,0.01809925143,0.01815596154,0.01438692003,0.05874731718,0.01471409377,0.01457449964,0.01080982045,0.01038231342,0.0108229074,0.01071384948,0.01065713937,0.01230609503,0.01221448638,0.01208361688,0.01172154461,0.01220576175,0.01186986337,0.01116316809,0.01162557364,0.0113769216,0.0112198782,0.007097489051,0.007066952835,0.006953532604,0.007001518086,0.007167286116,0.007001518086,0.007088764417,0.00699715577,0.00699715577,0.00681830079,0.006600184962,0.007128025267,0.007149836849,0.007066952835,0.007040778935,0.007721300319,0.007716938003,0.007799822017,0.007616604722,0.007900155298,0.006883735539,0.007097489051,0.006582735696,0.006757228359,0.006848837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.86875534,32.13142709,20.05154039,18.86562464,11.54656882,17.26086957
84,building and construction sector ,masonry,weighing and preparation of putty putty to fill the holes in the wall.,open,fume cupboard ,operative,indoors,not operative,solvent,<1 kg ,Yes ,"H361 Suspected of damaging fertility or the unborn child
H373 May cause damage to organs through prolonged or repeated exposure
H304 May be fatal if swallowed and enters airways
H336 May cause drowsiness or dizziness.",,32,18,82,"high hazard du to the product classified H361, H373 and H304 
Low exposure : fume cupboard and low daily amount ",0.05220716024,0.008850364964,0.009193604449,0.008819951338,0.00911105318,0.008637469586,0.005500521376,0.002202815433,0.002033368092,0.002168057004,0.01087938825,0.01110531804,0.01094890511,0.01092283629,0.0215198123,0.02492613834,0.02458724366,0.02409628085,0.01359489051,0.01380344108,0.0115354536,0.01156586722,0.01187869308,0.01167448731,0.01162669447,0.01167883212,0.01128345499,0.01171359055,0.01163103928,0.01140076469,0.01517639903,0.01478971151,0.01480274592,0.01479405631,0.01560653458,0.01931699687,0.01952554745,0.019712374,0.01953423705,0.01978189086,0.01142683351,0.01163103928,0.01164407369,0.01162234967,0.0116527633,0.01004518596,0.01027111575,0.01014511644,0.009940910671,0.01023201251,0.01213069169,0.01171793535,0.01187434828,0.0120220716,0.01173531456,0.0118960723,0.01180048662,0.01171359055,0.01157455683,0.01164841849,0.01133559263,0.01089676747,0.01110966284,0.01125738617,0.01127911018,0.01015380605,0.01148331595,0.01180483142,0.01156152242,0.01154848801,0.009145811609,0.009063260341,0.009467327077,0.00947167188,0.009232707682,0.007707681613,0.007303614877,0.007681612791,0.007742440042,0.007603406326,0.002250608273,0.002181091415,0.002220194647,0.00225929788,0.002194125826,0.001181786583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.36190042,36.01205427,21.87151539,21.18802575,8.151391267,16.97826087
85,Health sector ,medical analysis laboratory ,Use of reagent for HPLC chromatography,open,fume cupboard ,operative,indoors,not operative,extraction solvent ,-,yes ,"H351 Suspected of causing cancer
H373 May cause damage to organs through prolonged or repeated exposure",-,34,21,79,"Solvent with high hazard because it is classified  H351 et H373
low exposure : use of ventilation and fume cupboard ",0.05463468965,0.009236327745,0.009295186696,0.009408376987,0.009154830735,0.009028057609,0.005786287675,0.002363413276,0.002245695373,0.002132505082,0.004595525814,0.004640801931,0.004550249698,0.004518556416,0.004577415368,0.01231963127,0.01227888277,0.01208419547,0.03518859766,0.03468603277,0.02121186053,0.02154237618,0.02032444865,0.02090851055,0.0206957128,0.01669330412,0.01635373324,0.01661180711,0.01651219965,0.01661633472,0.01108359329,0.01153182685,0.0111650903,0.01147296789,0.0111243418,0.01087985077,0.0111243418,0.01110623135,0.0116314343,0.01131450149,0.004681550435,0.004835489231,0.004477807912,0.004455169853,0.004468752688,0.007832768136,0.007674301729,0.007837295748,0.007416227866,0.007307565186,0.02331267233,0.02357980142,0.02390126185,0.02370657454,0.02309081936,0.01464229604,0.01435705651,0.01659822427,0.01712342722,0.01679291157,0.01308932525,0.01277239244,0.01323420882,0.01309385286,0.01305310436,0.009956217995,0.01001507695,0.009734365025,0.01010562918,0.009684561297,0.007945958427,0.007529418157,0.007755798739,0.007561111438,0.007470559205,0.007438865924,0.007524890545,0.005396913074,0.005143366823,0.005288250395,0.001552970792,0.001607302132,0.00146241856,0.001471473783,0.001666161083,0.001670688695,0.00143525289,0.001516749899,0.001503167064,0.001598246909,0,0,0,0,0,0,0,0,0,0,37.98720044,37.10615462,21.85871294,20.95372763,7.762652961,15.84090909
86,leather sector ,leather industry ,dyeing of small leather parts with a dye applied with a sprayer,dispersive,extraction slit ,operative,indoors,not operative,leather dye ,-,yes ,"H319 Causes serious eye irritation
H361 Suspected of damaging fertility or the unborn child",-,51,24,76,"high hazard : product classified H361
Medium exposure : exposition moyenne : spray paint, but a collection system and a ventilation are used",0.006860742994,0.006678253313,0.006660873343,0.006752118184,0.006991092766,0.006769498153,0.003223984358,0,0,0,0,0,0,0,0,0,0,0,0,0.04344992396,0.004149467738,0.004331957419,0.004323267434,0.004119052792,0.00427981751,0.006174234195,0.006447968716,0.006413208777,0.006239409081,0.006421898762,0.01684553552,0.01620682164,0.01661090593,0.01659787095,0.01636758636,0.01641103628,0.02763415164,0.02786009124,0.02770367152,0.02739083207,0.01044101673,0.01038018683,0.009963067565,0.0103410819,0.01020638714,0.01018900717,0.01015424723,0.009963067565,0.01055398653,0.01039322181,0.02263741038,0.02271127526,0.02270693026,0.02317618944,0.02250706061,0.02285031501,0.02281121008,0.02225505105,0.02281555507,0.02295893982,0.0094286335,0.009298283728,0.009476428416,0.009459048447,0.009341733652,0.004392787313,0.005470345427,0.006517488594,0.006756463176,0.006547903541,0.01389094069,0.01402563546,0.01399522051,0.01394742559,0.01385183576,0.01398653052,0.01363893113,0.0138301108,0.01361286118,0.01356941125,0.01171844449,0.0116576146,0.01164892461,0.01187486422,0.01156202477,0.008663914838,0.007412557028,0.006439278731,0.006343688899,0.006743428199,0.001134043015,0.001121008038,0.001121008038,0.001121008038,0.001207907886,0.00103410819,0.001094938084,0.001107973061,9.95E-04,0.001029763198,50.72818162,49.22973067,20.62694683,20.72151987,9.513645558,17.84782609
87,Tannery and leather sector,Tannery and leather goods industry ,task of loading the washing machine with the product to remove the last traces of tank on the skin,dispersive,not operative,not operative,indoors,not operative,pre-tanning agent ,-,Yes ,"H302 Harmful if swallowed
H332 Harmful if inhaled
H334 May cause allergy or asthma symptoms of breathing difficulties if inhaled.
H335 May cause respiratory irritation.",-,65,24,76," medium hazard
uncertainty on exposure ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001920999442,0.001768539169,0.004303735712,0.004421347923,0.004613012267,0.004613012267,0.0044082799,0.004299379704,0.004403923892,0.004621724282,0.007636081684,0.007657861723,0.007749337887,0.007679641762,0.007570741567,0.009208600502,0.009221668525,0.009047428213,0.0061942431,0.00655143574,0.01059381098,0.01020612629,0.01029324645,0.01057203095,0.01020177028,0.01140838444,0.01115137998,0.01126463619,0.011717661,0.05480293421,0.01988953164,0.02056035684,0.02000278784,0.01971093532,0.02046016866,0.01991566769,0.02000714385,0.02015089211,0.01999843184,0.02023365626,0.02671975188,0.02673717591,0.02662827572,0.02641047533,0.02677202398,0.02544344159,0.02542601756,0.02538245749,0.02458966406,0.02491636465,0.01972400335,0.01931453861,0.01975885141,0.01921435043,0.02034255645,0.01980241149,0.01981983552,0.01953669501,0.01946699888,0.01959767912,0.008681523557,0.008768643713,0.00889496794,0.008903679955,0.009021292166,0.005597470031,0.005789134374,0.005854474491,0.00611583496,0.00573686228,69.11766884,68.68437152,13.53948228,14.31650509,10.46300531,21.7826087
88, manufacture of composite parts sector,Company of manufacture of composite parts,application of gel-coat on a pool mould,dispersive ,booth,operative,indoors,operative ( type not specified) ,gel coat,None ,Yes ,"H319 Causes serious eye irritation
H361 Suspected of damaging fertility or the unborn child 
H372 Causes damage to organs through prolonged or repeated exposure ",-,39,21,79,"high hazard du to the product classified H319,  H361 and H372 
low exposure : booth , ventilation and individual protective equipment ",0.00677857242,0.006635363144,0.006821969171,0.006930461047,0.04961550479,0.006652721844,0.003254756284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008510102764,0.00864463269,0.008761803916,0.008922371893,0.008809540342,0.008805200667,0.008622934315,0.008675010415,0.008957089293,0.008505763088,0.01298864741,0.01892966255,0.02503124566,0.02505728371,0.02577333009,0.01557509374,0.01565754756,0.01504565338,0.01501527566,0.01516716428,0.01392601722,0.01456394945,0.01405620747,0.01397375365,0.01422979447,0.02081308152,0.02037043466,0.02041383141,0.02109082072,0.02083477989,0.0291973337,0.02908016248,0.02972243438,0.02955318706,0.0293188446,0.01437300375,0.01386526177,0.01409092487,0.0143469657,0.01613491182,0.009825024302,0.009898798778,0.009872760728,0.009686154701,0.009512567699,0.007741980281,0.00766386613,0.007377447577,0.007524996528,0.007598771004,0.007776697681,0.007902548257,0.007620469379,0.007511977503,0.007412164977,0.0120512776,0.01171712262,0.01235505485,0.01171712262,0.009629738925,0.006474795167,0.006830648521,0.006613664769,0.006613664769,0.006353284266,0.002321726149,0.002156818497,0.002148139147,0.002087383697,0.002208894598,0.002100402722,0.002182856548,0.002230592973,0.002083044022,0.002148139147,0.002143799472,0.002191535898,0.002343424524,0.002117761422,0.002152478822,46.79980211,44.80031769,20.81621918,22.31266561,8.169228537,16.73913043
