onboarding_id,year,department,training,days_to_complete,due_days,status
ONB025947,2024,Education,Ethics,5,30,Completed
ONB025948,2025,Education,Accessibility,31,21,Escalated
ONB025949,2022,Nursing,Accessibility,27,14,Late
ONB025950,2022,Education,Title IX,3,21,Completed
ONB025951,2024,Education,Cybersecurity,36,21,Escalated
ONB025952,2025,Nursing,Title IX,36,14,Late
ONB025953,2021,Business,Ethics,33,30,Escalated
ONB025954,2023,Education,Accessibility,21,30,Completed
ONB025955,2025,Business,Accessibility,23,30,Completed
ONB025956,2022,Education,Title IX,11,14,Completed
ONB025957,2021,Education,Accessibility,6,30,Completed
ONB025958,2022,Education,Accessibility,15,21,Completed
ONB025959,2024,Humanities,Title IX,31,14,Escalated
ONB025960,2021,Humanities,Cybersecurity,21,21,Completed
ONB025961,2025,Nursing,Accessibility,25,14,Escalated
ONB025962,2023,STEM,Ethics,20,30,Completed
ONB025963,2025,Education,Ethics,30,14,Late
ONB025964,2022,Humanities,Ethics,10,21,Completed
ONB025965,2021,Humanities,Cybersecurity,29,14,Late
ONB025966,2024,Humanities,Title IX,24,14,Escalated
ONB025967,2021,Nursing,Accessibility,17,14,Escalated
ONB025968,2022,Nursing,FERPA,19,30,Completed
ONB025969,2023,Business,FERPA,40,21,Late
ONB025970,2025,Education,Ethics,8,21,Completed
ONB025971,2021,Education,Cybersecurity,7,21,Completed
ONB025972,2024,Humanities,Title IX,27,14,Late
ONB025973,2022,Nursing,Ethics,5,21,Completed
ONB025974,2021,Business,FERPA,6,21,Completed
ONB025975,2021,STEM,Title IX,20,21,Completed
ONB025976,2025,STEM,Accessibility,34,14,Late
ONB025977,2024,Nursing,Ethics,14,30,Completed
ONB025978,2025,Education,Ethics,8,21,Completed
ONB025979,2023,Humanities,Ethics,4,14,Completed
ONB025980,2021,Business,Title IX,16,21,Completed
ONB025981,2024,STEM,Title IX,10,14,Completed
ONB025982,2025,Nursing,Title IX,38,30,Escalated
ONB025983,2024,Nursing,Ethics,30,21,Late
ONB025984,2022,STEM,Cybersecurity,37,14,Late
ONB025985,2024,Business,Accessibility,11,21,Completed
ONB025986,2024,STEM,Cybersecurity,30,21,Late
ONB025987,2025,STEM,Ethics,11,14,Completed
ONB025988,2021,Nursing,Ethics,5,30,Completed
ONB025989,2023,Education,Ethics,26,14,Escalated
ONB025990,2022,Business,Title IX,3,14,Completed
ONB025991,2022,Nursing,FERPA,17,21,Completed
ONB025992,2023,Business,Title IX,19,30,Completed
ONB025993,2024,Nursing,Accessibility,6,30,Completed
ONB025994,2023,STEM,Title IX,39,21,Late
ONB025995,2025,Nursing,FERPA,10,14,Completed
ONB025996,2023,STEM,Ethics,7,14,Completed
ONB025997,2021,STEM,Cybersecurity,25,14,Late
ONB025998,2025,Humanities,FERPA,13,30,Completed
ONB025999,2021,Humanities,Title IX,19,30,Completed
ONB026000,2025,STEM,Title IX,8,21,Completed
ONB026001,2025,Education,FERPA,32,21,Escalated
ONB026002,2024,Business,Title IX,37,14,Escalated
ONB026003,2023,Nursing,Accessibility,35,21,Escalated
ONB026004,2024,Humanities,Title IX,3,14,Completed
ONB026005,2024,Education,Ethics,39,14,Late
ONB026006,2024,STEM,Title IX,24,30,Completed
ONB026007,2025,Humanities,Ethics,30,14,Escalated
ONB026008,2023,STEM,Accessibility,35,14,Escalated
ONB026009,2023,STEM,Accessibility,40,14,Escalated
ONB026010,2025,STEM,Ethics,39,14,Escalated
ONB026011,2025,Humanities,Ethics,27,14,Late
ONB026012,2025,Education,Cybersecurity,14,30,Completed
ONB026013,2023,Humanities,FERPA,4,14,Completed
ONB026014,2024,Humanities,Title IX,10,21,Completed
ONB026015,2021,STEM,Accessibility,20,21,Completed
ONB026016,2025,Business,Accessibility,4,21,Completed
ONB026017,2025,STEM,Ethics,19,14,Late
ONB026018,2024,Humanities,Ethics,29,21,Escalated
ONB026019,2022,Business,Accessibility,13,14,Completed
ONB026020,2025,Humanities,Cybersecurity,14,21,Completed
ONB026021,2022,Business,FERPA,29,30,Completed
ONB026022,2023,Humanities,Accessibility,31,14,Late
ONB026023,2024,STEM,Accessibility,38,30,Escalated
ONB026024,2023,STEM,Ethics,15,30,Completed
ONB026025,2023,Education,Cybersecurity,31,21,Escalated
ONB026026,2023,Humanities,FERPA,7,14,Completed
ONB026027,2021,STEM,FERPA,8,21,Completed
ONB026028,2024,Humanities,FERPA,40,21,Escalated
ONB026029,2021,Education,FERPA,34,30,Escalated
ONB026030,2024,Business,Accessibility,13,21,Completed
ONB026031,2021,Nursing,FERPA,37,14,Escalated
ONB026032,2025,STEM,Cybersecurity,3,21,Completed
ONB026033,2023,Business,Title IX,38,21,Escalated
ONB026034,2021,Nursing,Cybersecurity,29,14,Escalated
ONB026035,2022,Education,Accessibility,15,30,Completed
ONB026036,2025,Education,Ethics,30,30,Completed
ONB026037,2021,Humanities,Ethics,33,30,Late
ONB026038,2025,Education,Cybersecurity,34,30,Late
ONB026039,2022,Humanities,Title IX,27,30,Completed
ONB026040,2025,Humanities,Title IX,26,21,Late
ONB026041,2022,Business,Title IX,6,21,Completed
ONB026042,2022,Business,Accessibility,5,21,Completed
ONB026043,2023,Nursing,Ethics,5,21,Completed
ONB026044,2023,Education,Accessibility,37,30,Escalated
ONB026045,2022,Business,Title IX,31,21,Late
ONB026046,2021,Education,Ethics,15,21,Completed
ONB026047,2021,STEM,Cybersecurity,14,30,Completed
ONB026048,2025,Nursing,Title IX,17,14,Late
ONB026049,2023,Business,Title IX,27,30,Completed
ONB026050,2024,Humanities,Title IX,3,21,Completed
ONB026051,2023,STEM,Title IX,31,30,Escalated
ONB026052,2023,Humanities,Cybersecurity,18,14,Late
ONB026053,2023,Business,FERPA,39,21,Late
ONB026054,2022,Nursing,Title IX,36,21,Late
ONB026055,2025,Humanities,Title IX,19,14,Escalated
ONB026056,2025,Nursing,FERPA,21,14,Escalated
ONB026057,2023,Nursing,Cybersecurity,7,21,Completed
ONB026058,2023,Business,Cybersecurity,8,14,Completed
ONB026059,2023,Nursing,FERPA,16,30,Completed
ONB026060,2025,Humanities,Ethics,32,14,Late
ONB026061,2024,Nursing,Cybersecurity,10,30,Completed
ONB026062,2024,Humanities,FERPA,36,30,Escalated
ONB026063,2021,Business,FERPA,28,21,Late
ONB026064,2022,Nursing,FERPA,30,14,Late
ONB026065,2023,Business,FERPA,13,21,Completed
ONB026066,2022,Business,Ethics,9,21,Completed
ONB026067,2023,Business,FERPA,22,30,Completed
ONB026068,2021,Education,Cybersecurity,9,30,Completed
ONB026069,2023,Business,Cybersecurity,20,30,Completed
ONB026070,2022,STEM,FERPA,19,14,Escalated
ONB026071,2024,Business,Accessibility,40,14,Late
ONB026072,2021,Business,Title IX,8,14,Completed
ONB026073,2025,Humanities,Title IX,21,21,Completed
ONB026074,2025,Humanities,Ethics,27,30,Completed
ONB026075,2022,Education,Title IX,7,30,Completed
ONB026076,2024,STEM,Cybersecurity,39,21,Late
ONB026077,2022,STEM,Title IX,35,30,Late
ONB026078,2022,Business,Accessibility,5,21,Completed
ONB026079,2024,Nursing,Ethics,33,30,Late
ONB026080,2024,Humanities,Cybersecurity,18,30,Completed
ONB026081,2022,STEM,Accessibility,7,14,Completed
ONB026082,2025,STEM,Title IX,34,30,Escalated
ONB026083,2024,Nursing,FERPA,25,21,Escalated
ONB026084,2023,Education,Title IX,12,30,Completed
ONB026085,2025,Nursing,Accessibility,15,30,Completed
ONB026086,2024,Nursing,Cybersecurity,28,14,Late
ONB026087,2023,Humanities,Ethics,3,21,Completed
ONB026088,2022,STEM,FERPA,33,30,Late
ONB026089,2023,STEM,Ethics,34,21,Late
ONB026090,2023,Humanities,Accessibility,23,14,Late
ONB026091,2023,Education,Accessibility,7,14,Completed
ONB026092,2024,Humanities,Accessibility,28,14,Late
ONB026093,2025,STEM,Accessibility,14,14,Completed
ONB026094,2021,STEM,Accessibility,28,21,Escalated
ONB026095,2025,Humanities,Accessibility,25,21,Escalated
ONB026096,2021,Nursing,Ethics,28,14,Escalated
ONB026097,2025,Education,Title IX,6,30,Completed
ONB026098,2022,Education,FERPA,23,14,Late
ONB026099,2025,Nursing,FERPA,34,14,Late
ONB026100,2021,Humanities,Title IX,29,14,Escalated
ONB026101,2021,Humanities,Title IX,24,21,Late
ONB026102,2022,Education,Title IX,37,14,Escalated
ONB026103,2021,Business,FERPA,36,30,Escalated
ONB026104,2025,Business,FERPA,7,21,Completed
ONB026105,2022,STEM,Cybersecurity,10,30,Completed
ONB026106,2021,Nursing,Title IX,9,21,Completed
ONB026107,2023,Humanities,Cybersecurity,5,30,Completed
ONB026108,2021,STEM,Accessibility,30,14,Escalated
ONB026109,2021,STEM,Title IX,33,21,Escalated
ONB026110,2023,Business,Cybersecurity,23,30,Completed
ONB026111,2022,STEM,FERPA,38,21,Escalated
ONB026112,2023,Education,Ethics,36,21,Escalated
ONB026113,2022,Nursing,Accessibility,21,14,Late
ONB026114,2025,Business,Cybersecurity,33,14,Late
ONB026115,2023,Nursing,Title IX,24,30,Completed
ONB026116,2022,Nursing,Cybersecurity,40,14,Late
ONB026117,2021,Education,Title IX,3,30,Completed
ONB026118,2023,STEM,FERPA,15,30,Completed
ONB026119,2025,Business,Accessibility,8,21,Completed
ONB026120,2025,Nursing,Accessibility,16,14,Escalated
ONB026121,2025,Business,FERPA,6,21,Completed
ONB026122,2021,Education,Cybersecurity,27,30,Completed
ONB026123,2022,Humanities,Title IX,28,14,Late
ONB026124,2024,STEM,Accessibility,28,21,Late
ONB026125,2025,Business,Cybersecurity,32,14,Escalated
ONB026126,2022,Education,FERPA,10,21,Completed
ONB026127,2025,Business,Cybersecurity,6,21,Completed
ONB026128,2022,Humanities,Accessibility,32,14,Late
ONB026129,2022,Nursing,FERPA,23,21,Escalated
ONB026130,2025,Education,Cybersecurity,9,30,Completed
ONB026131,2024,STEM,Ethics,22,21,Escalated
ONB026132,2024,Education,Accessibility,10,14,Completed
ONB026133,2024,Humanities,Accessibility,35,30,Late
ONB026134,2022,Nursing,FERPA,40,30,Escalated
ONB026135,2021,STEM,Accessibility,4,14,Completed
ONB026136,2022,Education,Ethics,5,14,Completed
ONB026137,2023,Education,Accessibility,20,30,Completed
ONB026138,2025,STEM,FERPA,38,14,Escalated
ONB026139,2021,Business,FERPA,28,21,Escalated
ONB026140,2024,Humanities,FERPA,26,14,Escalated
ONB026141,2021,Nursing,Title IX,15,14,Escalated
ONB026142,2022,Education,Accessibility,23,30,Completed
ONB026143,2024,Nursing,Ethics,21,30,Completed
ONB026144,2024,Business,FERPA,12,14,Completed
ONB026145,2021,STEM,Cybersecurity,17,30,Completed
ONB026146,2025,STEM,Ethics,17,21,Completed
ONB026147,2024,Humanities,FERPA,37,14,Escalated
ONB026148,2021,Nursing,Title IX,5,30,Completed
ONB026149,2021,Education,Title IX,8,21,Completed
ONB026150,2023,Education,FERPA,30,30,Completed
ONB026151,2023,Humanities,Accessibility,8,21,Completed
ONB026152,2021,Nursing,Ethics,7,21,Completed
ONB026153,2025,Nursing,Cybersecurity,38,14,Escalated
ONB026154,2024,STEM,Accessibility,7,30,Completed
ONB026155,2025,Humanities,Ethics,8,30,Completed
ONB026156,2025,STEM,Title IX,34,14,Escalated
ONB026157,2025,Business,Ethics,20,30,Completed
ONB026158,2023,Education,Title IX,24,14,Escalated
ONB026159,2024,Nursing,Title IX,33,14,Late
ONB026160,2021,STEM,Ethics,15,30,Completed
ONB026161,2021,STEM,Accessibility,10,30,Completed
ONB026162,2024,Nursing,Ethics,19,14,Escalated
ONB026163,2022,Education,Cybersecurity,16,21,Completed
ONB026164,2022,Education,Title IX,37,21,Late
ONB026165,2021,Humanities,Title IX,34,14,Late
ONB026166,2023,STEM,Ethics,5,21,Completed
ONB026167,2024,Humanities,Cybersecurity,16,30,Completed
ONB026168,2021,Business,Cybersecurity,20,21,Completed
ONB026169,2025,Humanities,Ethics,24,21,Escalated
ONB026170,2022,Business,Accessibility,35,14,Late
ONB026171,2025,Education,Accessibility,8,30,Completed
ONB026172,2022,Education,Ethics,6,21,Completed
ONB026173,2024,STEM,FERPA,40,21,Escalated
ONB026174,2025,Humanities,Cybersecurity,17,30,Completed
ONB026175,2022,Humanities,Title IX,37,21,Late
ONB026176,2023,Humanities,Accessibility,30,14,Late
ONB026177,2025,Humanities,Ethics,37,30,Escalated
ONB026178,2022,Business,FERPA,13,21,Completed
ONB026179,2025,Nursing,Title IX,28,14,Late
ONB026180,2021,Business,Title IX,13,21,Completed
ONB026181,2021,STEM,Ethics,25,14,Escalated
ONB026182,2021,Nursing,Cybersecurity,25,21,Late
ONB026183,2025,Education,FERPA,10,21,Completed
ONB026184,2023,Education,FERPA,9,30,Completed
ONB026185,2025,Nursing,Cybersecurity,17,14,Escalated
ONB026186,2023,Business,FERPA,7,30,Completed
ONB026187,2021,STEM,Title IX,8,30,Completed
ONB026188,2025,STEM,Cybersecurity,22,21,Escalated
ONB026189,2023,Education,FERPA,29,21,Escalated
ONB026190,2024,Education,Ethics,21,30,Completed
ONB026191,2022,Education,Title IX,39,30,Escalated
ONB026192,2023,Humanities,Accessibility,8,30,Completed
ONB026193,2022,STEM,FERPA,30,14,Escalated
ONB026194,2021,Nursing,FERPA,37,30,Escalated
ONB026195,2022,Nursing,Cybersecurity,24,21,Escalated
ONB026196,2023,Business,Title IX,20,14,Escalated
ONB026197,2021,Business,FERPA,30,21,Escalated
ONB026198,2023,Business,Title IX,31,14,Escalated
ONB026199,2025,Nursing,Title IX,25,30,Completed
ONB026200,2025,STEM,Ethics,36,14,Late
ONB026201,2023,Nursing,Accessibility,16,21,Completed
ONB026202,2024,Education,Cybersecurity,19,21,Completed
ONB026203,2023,Education,Ethics,16,14,Escalated
ONB026204,2021,Education,Cybersecurity,12,30,Completed
ONB026205,2024,Education,Accessibility,29,30,Completed
ONB026206,2024,Business,FERPA,37,21,Escalated
ONB026207,2025,Humanities,FERPA,24,30,Completed
ONB026208,2024,Humanities,Title IX,15,14,Escalated
ONB026209,2022,Nursing,Ethics,29,30,Completed
ONB026210,2022,STEM,Accessibility,35,21,Late
ONB026211,2025,Education,FERPA,22,21,Late
ONB026212,2022,Humanities,Ethics,5,21,Completed
ONB026213,2022,Humanities,FERPA,16,14,Escalated
ONB026214,2025,Nursing,Accessibility,28,30,Completed
ONB026215,2022,Business,Accessibility,14,21,Completed
ONB026216,2021,Nursing,FERPA,4,30,Completed
ONB026217,2025,STEM,Cybersecurity,10,14,Completed
ONB026218,2023,Humanities,Accessibility,12,14,Completed
ONB026219,2025,STEM,FERPA,23,14,Escalated
ONB026220,2021,Humanities,Accessibility,18,21,Completed
ONB026221,2024,Education,Cybersecurity,21,30,Completed
ONB026222,2025,Humanities,Title IX,15,21,Completed
ONB026223,2021,Humanities,Ethics,27,21,Late
ONB026224,2023,STEM,Title IX,14,21,Completed
ONB026225,2021,Business,Accessibility,32,14,Late
ONB026226,2024,Nursing,Accessibility,25,30,Completed
ONB026227,2023,Education,Ethics,17,21,Completed
ONB026228,2025,Nursing,Ethics,11,14,Completed
ONB026229,2023,Humanities,Ethics,8,30,Completed
ONB026230,2025,Nursing,FERPA,29,21,Escalated
ONB026231,2024,Nursing,Cybersecurity,37,14,Escalated
ONB026232,2022,STEM,Title IX,32,30,Escalated
ONB026233,2024,Nursing,Title IX,32,30,Escalated
ONB026234,2022,Business,Accessibility,19,21,Completed
ONB026235,2022,Humanities,FERPA,37,30,Late
ONB026236,2025,STEM,FERPA,17,14,Late
ONB026237,2024,Nursing,Ethics,38,14,Late
ONB026238,2024,Business,FERPA,12,30,Completed
ONB026239,2022,Education,Accessibility,15,14,Escalated
ONB026240,2021,Humanities,Title IX,5,21,Completed
ONB026241,2024,Education,Ethics,29,30,Completed
ONB026242,2024,Humanities,Accessibility,21,21,Completed
ONB026243,2021,STEM,FERPA,39,14,Late
ONB026244,2025,STEM,Ethics,15,21,Completed
ONB026245,2022,Nursing,FERPA,28,14,Late
ONB026246,2023,STEM,Title IX,38,14,Escalated
ONB026247,2025,Business,Ethics,20,30,Completed
ONB026248,2022,Nursing,Title IX,26,14,Escalated
ONB026249,2021,STEM,Cybersecurity,38,14,Escalated
ONB026250,2021,Education,FERPA,36,14,Late
ONB026251,2025,Humanities,Cybersecurity,11,21,Completed
ONB026252,2025,STEM,Title IX,6,30,Completed
ONB026253,2023,Education,Ethics,19,21,Completed
ONB026254,2025,Education,Accessibility,13,21,Completed
ONB026255,2024,Humanities,Accessibility,25,21,Late
ONB026256,2021,STEM,Accessibility,35,30,Late
ONB026257,2023,Nursing,Cybersecurity,39,30,Late
ONB026258,2023,Humanities,Ethics,6,14,Completed
ONB026259,2021,STEM,FERPA,3,14,Completed
ONB026260,2022,Education,FERPA,34,30,Escalated
ONB026261,2022,Business,Title IX,11,30,Completed
ONB026262,2021,STEM,FERPA,16,14,Escalated
ONB026263,2024,STEM,Accessibility,11,21,Completed
ONB026264,2025,Nursing,Accessibility,23,21,Escalated
ONB026265,2024,Business,Accessibility,3,14,Completed
ONB026266,2024,STEM,Cybersecurity,40,21,Escalated
ONB026267,2022,Business,FERPA,25,14,Escalated
ONB026268,2025,Business,FERPA,29,21,Late
ONB026269,2024,Business,Title IX,8,21,Completed
ONB026270,2024,Business,Title IX,15,30,Completed
ONB026271,2025,Nursing,Cybersecurity,36,21,Late
ONB026272,2025,Humanities,Accessibility,34,30,Escalated
ONB026273,2023,Business,Title IX,16,14,Late
ONB026274,2024,Humanities,Accessibility,4,30,Completed
ONB026275,2025,STEM,FERPA,32,14,Late
ONB026276,2023,STEM,Ethics,5,21,Completed
ONB026277,2025,Business,FERPA,14,14,Completed
ONB026278,2024,Education,Cybersecurity,6,30,Completed
ONB026279,2024,Education,Cybersecurity,28,14,Escalated
ONB026280,2025,Nursing,Accessibility,33,30,Escalated
ONB026281,2022,Nursing,FERPA,34,14,Escalated
ONB026282,2022,Humanities,Title IX,37,14,Late
ONB026283,2024,STEM,FERPA,37,14,Late
ONB026284,2023,Nursing,Title IX,30,21,Escalated
ONB026285,2023,Education,Cybersecurity,7,14,Completed
ONB026286,2023,STEM,FERPA,22,30,Completed
ONB026287,2024,Nursing,FERPA,3,30,Completed
ONB026288,2023,Humanities,FERPA,17,30,Completed
ONB026289,2023,Nursing,Cybersecurity,21,21,Completed
ONB026290,2025,Education,Ethics,29,30,Completed
ONB026291,2022,Nursing,FERPA,5,30,Completed
ONB026292,2021,Business,FERPA,34,21,Late
ONB026293,2022,Nursing,Accessibility,29,30,Completed
ONB026294,2021,Nursing,Title IX,38,30,Late
ONB026295,2023,Nursing,Title IX,10,21,Completed
ONB026296,2025,Business,FERPA,32,30,Late
ONB026297,2022,Nursing,Accessibility,39,14,Escalated
ONB026298,2023,Humanities,Title IX,10,14,Completed
ONB026299,2023,Education,FERPA,16,21,Completed
ONB026300,2021,Humanities,Accessibility,25,14,Late
ONB026301,2021,Business,Accessibility,31,21,Late
ONB026302,2021,Humanities,Cybersecurity,12,21,Completed
ONB026303,2023,STEM,Ethics,40,30,Late
ONB026304,2021,Education,Ethics,35,14,Late
ONB026305,2022,Education,FERPA,20,14,Escalated
ONB026306,2024,Business,Ethics,18,30,Completed
ONB026307,2022,STEM,FERPA,9,21,Completed
ONB026308,2025,Education,Title IX,7,14,Completed
ONB026309,2022,STEM,Ethics,30,21,Late
ONB026310,2024,STEM,Cybersecurity,33,21,Escalated
ONB026311,2023,Nursing,Cybersecurity,31,30,Late
ONB026312,2025,Nursing,Ethics,34,30,Escalated
ONB026313,2024,STEM,Cybersecurity,7,14,Completed
ONB026314,2021,Nursing,Cybersecurity,3,21,Completed
ONB026315,2022,Education,Title IX,14,14,Completed
ONB026316,2023,Humanities,Ethics,40,21,Escalated
ONB026317,2023,STEM,Ethics,18,30,Completed
ONB026318,2022,Humanities,Cybersecurity,28,21,Escalated
ONB026319,2023,STEM,Title IX,4,30,Completed
ONB026320,2024,STEM,Cybersecurity,15,14,Late
ONB026321,2022,STEM,Ethics,36,14,Escalated
ONB026322,2024,Humanities,Accessibility,20,30,Completed
ONB026323,2024,Education,Title IX,6,14,Completed
ONB026324,2022,Nursing,Cybersecurity,28,21,Escalated
ONB026325,2025,STEM,Title IX,15,30,Completed
ONB026326,2024,STEM,Accessibility,21,30,Completed
ONB026327,2021,Humanities,Ethics,18,30,Completed
ONB026328,2022,STEM,FERPA,13,21,Completed
ONB026329,2022,Education,Cybersecurity,10,30,Completed
ONB026330,2025,Humanities,Accessibility,4,14,Completed
ONB026331,2022,STEM,Title IX,24,30,Completed
ONB026332,2021,Nursing,Cybersecurity,11,14,Completed
ONB026333,2025,Humanities,Cybersecurity,36,30,Late
ONB026334,2024,Education,Title IX,38,14,Escalated
ONB026335,2025,STEM,Title IX,25,14,Late
ONB026336,2022,Nursing,Ethics,7,30,Completed
ONB026337,2024,Humanities,Accessibility,4,14,Completed
ONB026338,2023,STEM,Cybersecurity,4,30,Completed
ONB026339,2024,STEM,Title IX,16,14,Late
ONB026340,2021,STEM,Accessibility,3,30,Completed
ONB026341,2024,Humanities,Ethics,7,21,Completed
ONB026342,2021,Business,Cybersecurity,36,14,Escalated
ONB026343,2025,STEM,Ethics,7,30,Completed
ONB026344,2022,Nursing,Cybersecurity,15,30,Completed
ONB026345,2021,Nursing,Cybersecurity,4,14,Completed
ONB026346,2025,Education,Accessibility,10,30,Completed
ONB026347,2023,STEM,Accessibility,31,21,Escalated
ONB026348,2022,Humanities,FERPA,17,14,Escalated
ONB026349,2022,Nursing,Ethics,17,30,Completed
ONB026350,2022,Nursing,Ethics,28,30,Completed
ONB026351,2021,Education,FERPA,10,30,Completed
ONB026352,2025,Nursing,Title IX,7,14,Completed
ONB026353,2021,Business,Ethics,37,21,Escalated
ONB026354,2025,Business,Cybersecurity,40,14,Escalated
ONB026355,2025,Education,Title IX,26,21,Escalated
ONB026356,2024,Humanities,Ethics,15,14,Escalated
ONB026357,2025,STEM,FERPA,27,14,Escalated
ONB026358,2022,Education,Title IX,26,30,Completed
ONB026359,2025,Humanities,Cybersecurity,3,14,Completed
ONB026360,2025,Education,FERPA,17,14,Escalated
ONB026361,2023,Humanities,Title IX,11,14,Completed
ONB026362,2025,Education,Ethics,21,21,Completed
ONB026363,2021,STEM,Title IX,37,30,Late
ONB026364,2022,Business,FERPA,12,30,Completed
ONB026365,2023,STEM,FERPA,35,30,Late
ONB026366,2024,Education,Ethics,28,21,Late
ONB026367,2023,Education,Title IX,26,21,Escalated
ONB026368,2024,Nursing,Title IX,36,21,Escalated
ONB026369,2021,STEM,Title IX,40,30,Late
ONB026370,2022,Humanities,Ethics,13,21,Completed
ONB026371,2022,Humanities,Cybersecurity,26,30,Completed
ONB026372,2023,Humanities,Cybersecurity,3,30,Completed
ONB026373,2023,Nursing,FERPA,20,30,Completed
ONB026374,2023,Business,Title IX,39,21,Late
ONB026375,2021,Education,Title IX,17,30,Completed
ONB026376,2025,Nursing,Title IX,39,21,Late
ONB026377,2023,Humanities,Ethics,15,21,Completed
ONB026378,2021,Education,Cybersecurity,9,14,Completed
ONB026379,2021,Nursing,Accessibility,19,30,Completed
ONB026380,2025,Nursing,Title IX,11,14,Completed
ONB026381,2023,STEM,FERPA,3,21,Completed
ONB026382,2025,Business,Accessibility,6,14,Completed
ONB026383,2023,Education,Title IX,8,30,Completed
ONB026384,2025,Nursing,Accessibility,24,21,Escalated
ONB026385,2023,Humanities,FERPA,26,30,Completed
ONB026386,2021,STEM,Accessibility,20,21,Completed
ONB026387,2024,Nursing,Cybersecurity,37,21,Late
ONB026388,2024,Education,Ethics,14,30,Completed
ONB026389,2021,Humanities,Ethics,17,30,Completed
ONB026390,2023,Business,Ethics,27,30,Completed
ONB026391,2022,Education,FERPA,36,21,Late
ONB026392,2021,Education,Ethics,33,14,Late
ONB026393,2024,Nursing,Ethics,22,30,Completed
ONB026394,2025,STEM,Accessibility,27,30,Completed
ONB026395,2025,Business,Title IX,28,21,Escalated
ONB026396,2024,Business,Cybersecurity,11,14,Completed
ONB026397,2024,Humanities,FERPA,32,14,Late
ONB026398,2024,Nursing,FERPA,4,14,Completed
ONB026399,2022,Humanities,Accessibility,26,21,Escalated
ONB026400,2025,Business,Cybersecurity,26,30,Completed
ONB026401,2022,Nursing,FERPA,31,21,Late
ONB026402,2023,STEM,Cybersecurity,3,21,Completed
ONB026403,2023,Humanities,Cybersecurity,9,30,Completed
ONB026404,2024,Education,Title IX,22,21,Late
ONB026405,2024,STEM,Cybersecurity,34,30,Escalated
ONB026406,2023,Business,Title IX,24,30,Completed
ONB026407,2025,Humanities,Ethics,9,14,Completed
ONB026408,2023,Nursing,Cybersecurity,3,21,Completed
ONB026409,2025,Humanities,Title IX,31,14,Late
ONB026410,2024,STEM,Title IX,10,21,Completed
ONB026411,2021,Humanities,Title IX,15,21,Completed
ONB026412,2025,Nursing,Title IX,21,30,Completed
ONB026413,2024,Business,Ethics,6,21,Completed
ONB026414,2025,STEM,Ethics,7,30,Completed
ONB026415,2025,STEM,Ethics,13,14,Completed
ONB026416,2021,Education,Ethics,39,14,Escalated
ONB026417,2021,STEM,Ethics,29,14,Escalated
ONB026418,2024,Humanities,Title IX,24,30,Completed
ONB026419,2021,STEM,Cybersecurity,36,21,Late
ONB026420,2023,Business,FERPA,25,21,Late
ONB026421,2023,Education,Accessibility,16,14,Escalated
ONB026422,2024,Business,Ethics,37,21,Late
ONB026423,2025,Business,Cybersecurity,19,14,Late
ONB026424,2024,Humanities,FERPA,28,21,Escalated
ONB026425,2021,STEM,Accessibility,15,30,Completed
ONB026426,2021,Business,Accessibility,27,30,Completed
ONB026427,2021,Education,FERPA,23,30,Completed
ONB026428,2022,STEM,Accessibility,8,30,Completed
ONB026429,2022,Business,Title IX,29,14,Late
ONB026430,2025,Education,Ethics,6,21,Completed
ONB026431,2025,Humanities,Ethics,8,21,Completed
ONB026432,2023,Humanities,Ethics,32,30,Escalated
ONB026433,2023,Nursing,FERPA,5,14,Completed
ONB026434,2025,Business,Ethics,23,14,Late
ONB026435,2024,STEM,Cybersecurity,8,30,Completed
ONB026436,2025,Education,Title IX,5,30,Completed
ONB026437,2022,Business,Cybersecurity,28,14,Late
ONB026438,2024,STEM,Accessibility,23,30,Completed
ONB026439,2025,Business,Title IX,3,21,Completed
ONB026440,2024,STEM,Cybersecurity,39,30,Escalated
ONB026441,2024,STEM,Title IX,21,14,Late
ONB026442,2023,STEM,Ethics,23,14,Late
ONB026443,2021,Nursing,FERPA,25,30,Completed
ONB026444,2022,Nursing,Title IX,16,30,Completed
ONB026445,2022,Humanities,Accessibility,22,14,Escalated
ONB026446,2024,Education,Accessibility,37,14,Late
ONB026447,2023,Humanities,Accessibility,24,14,Escalated
ONB026448,2025,Nursing,FERPA,14,30,Completed
ONB026449,2024,Business,FERPA,37,30,Escalated
ONB026450,2023,Humanities,Ethics,26,14,Late
ONB026451,2023,Business,FERPA,33,21,Escalated
ONB026452,2025,Education,Title IX,37,21,Escalated
ONB026453,2023,Education,Title IX,23,14,Escalated
ONB026454,2025,Nursing,FERPA,33,21,Escalated
ONB026455,2024,Business,Accessibility,26,21,Escalated
ONB026456,2022,Business,FERPA,18,21,Completed
ONB026457,2024,Humanities,Title IX,8,21,Completed
ONB026458,2023,Humanities,Accessibility,28,14,Late
ONB026459,2023,Education,Cybersecurity,16,14,Late
ONB026460,2021,STEM,Ethics,32,14,Late
ONB026461,2024,Business,Ethics,21,14,Late
ONB026462,2021,Nursing,FERPA,16,14,Late
ONB026463,2022,Nursing,Title IX,13,30,Completed
ONB026464,2024,Education,Title IX,35,14,Late
ONB026465,2025,STEM,Accessibility,5,21,Completed
ONB026466,2022,Humanities,Title IX,37,14,Escalated
ONB026467,2023,Humanities,Ethics,9,14,Completed
