visit_id,date,city,museum,visitor_type,party_size,revenue
VIS022942,2025-02-05,NYC,Metropolitan Museum,Student,1,0
VIS022943,2022-09-21,Chicago,Art Institute of Chicago,Student,3,75
VIS022944,2025-03-05,NYC,Metropolitan Museum,Adult,6,108
VIS022945,2021-09-29,Chicago,Art Institute of Chicago,Member,3,36
VIS022946,2023-10-07,Chicago,Art Institute of Chicago,Adult,1,12
VIS022947,2021-02-22,NYC,MoMA,Member,1,12
VIS022948,2022-04-11,NYC,Metropolitan Museum,Adult,4,120
VIS022949,2025-02-14,NYC,MoMA,Student,2,24
VIS022950,2023-11-29,Chicago,Science and Industry,Student,6,108
VIS022951,2022-02-03,NYC,Guggenheim,Member,6,0
VIS022952,2023-01-31,NYC,MoMA,Senior,4,0
VIS022953,2021-07-14,NYC,Metropolitan Museum,Child,6,0
VIS022954,2024-05-14,Chicago,Art Institute of Chicago,Adult,6,108
VIS022955,2022-04-11,NYC,Guggenheim,Student,2,50
VIS022956,2025-11-13,NYC,Whitney,Child,1,30
VIS022957,2025-07-18,NYC,Metropolitan Museum,Child,6,180
VIS022958,2025-02-17,NYC,MoMA,Senior,4,72
VIS022959,2024-10-30,Chicago,Art Institute of Chicago,Senior,3,36
VIS022960,2023-05-12,NYC,MoMA,Senior,6,0
VIS022961,2023-01-19,Chicago,Art Institute of Chicago,Student,6,72
VIS022962,2021-07-24,NYC,Whitney,Senior,5,150
VIS022963,2022-06-08,Chicago,Art Institute of Chicago,Senior,4,48
VIS022964,2021-06-13,NYC,Metropolitan Museum,Member,1,30
VIS022965,2023-06-09,Chicago,Art Institute of Chicago,Member,4,0
VIS022966,2024-03-22,NYC,Whitney,Senior,5,0
VIS022967,2023-05-14,NYC,MoMA,Adult,1,12
VIS022968,2023-11-18,Chicago,Field Museum,Child,4,72
VIS022969,2022-06-09,NYC,MoMA,Student,1,25
VIS022970,2022-02-15,Chicago,Field Museum,Adult,5,125
VIS022971,2023-11-03,NYC,Whitney,Student,6,108
VIS022972,2021-02-10,Chicago,Field Museum,Child,4,100
VIS022973,2021-07-19,Chicago,Art Institute of Chicago,Child,1,25
VIS022974,2025-11-23,NYC,MoMA,Member,3,0
VIS022975,2022-07-03,NYC,Guggenheim,Adult,5,60
VIS022976,2021-09-12,Chicago,Science and Industry,Student,1,18
VIS022977,2021-01-20,NYC,Metropolitan Museum,Adult,4,72
VIS022978,2024-07-16,Chicago,Art Institute of Chicago,Student,4,72
VIS022979,2024-06-25,Chicago,Shedd Aquarium,Member,5,0
VIS022980,2021-08-30,Chicago,Art Institute of Chicago,Student,4,0
VIS022981,2022-10-29,NYC,Metropolitan Museum,Adult,3,0
VIS022982,2021-12-28,NYC,Metropolitan Museum,Senior,2,50
VIS022983,2024-03-08,Chicago,Science and Industry,Student,3,0
VIS022984,2023-05-27,Chicago,Science and Industry,Student,3,54
VIS022985,2022-12-07,Chicago,Field Museum,Child,4,120
VIS022986,2025-04-29,NYC,MoMA,Student,3,90
VIS022987,2023-04-17,Chicago,Art Institute of Chicago,Senior,1,18
VIS022988,2021-04-23,Chicago,Art Institute of Chicago,Adult,2,24
VIS022989,2024-06-14,NYC,Guggenheim,Member,1,25
VIS022990,2021-09-13,Chicago,Science and Industry,Member,5,0
VIS022991,2023-10-07,Chicago,Art Institute of Chicago,Child,1,25
VIS022992,2022-09-18,Chicago,Science and Industry,Student,6,108
VIS022993,2022-10-10,NYC,MoMA,Senior,3,90
VIS022994,2024-11-23,NYC,Guggenheim,Senior,6,108
VIS022995,2022-11-17,Chicago,Field Museum,Student,4,120
VIS022996,2023-12-14,NYC,Metropolitan Museum,Student,2,24
VIS022997,2022-01-07,NYC,Metropolitan Museum,Adult,4,72
VIS022998,2022-12-06,NYC,Metropolitan Museum,Senior,3,36
VIS022999,2024-01-08,NYC,Metropolitan Museum,Member,5,125
VIS023000,2024-08-30,Chicago,Field Museum,Adult,1,18
VIS023001,2025-09-26,Chicago,Field Museum,Member,5,60
VIS023002,2025-01-25,Chicago,Field Museum,Adult,1,25
VIS023003,2025-07-28,Chicago,Shedd Aquarium,Adult,3,54
VIS023004,2021-01-10,NYC,MoMA,Adult,2,0
VIS023005,2024-08-16,NYC,Guggenheim,Child,1,30
VIS023006,2025-08-17,Chicago,Shedd Aquarium,Adult,6,150
VIS023007,2025-04-08,Chicago,Field Museum,Student,5,0
VIS023008,2025-07-20,Chicago,Shedd Aquarium,Senior,2,0
VIS023009,2021-01-08,NYC,Guggenheim,Member,5,125
VIS023010,2022-09-11,Chicago,Field Museum,Senior,2,50
VIS023011,2021-02-19,Chicago,Art Institute of Chicago,Member,2,0
VIS023012,2024-12-06,NYC,Whitney,Child,2,50
VIS023013,2023-08-23,NYC,MoMA,Member,2,0
VIS023014,2021-09-15,NYC,MoMA,Member,4,48
VIS023015,2025-12-14,Chicago,Shedd Aquarium,Adult,4,120
VIS023016,2021-08-14,Chicago,Field Museum,Adult,1,30
VIS023017,2025-08-12,NYC,Guggenheim,Student,2,60
VIS023018,2022-07-12,NYC,Whitney,Student,3,75
VIS023019,2022-09-30,NYC,Guggenheim,Child,6,108
VIS023020,2024-03-02,Chicago,Art Institute of Chicago,Student,4,72
VIS023021,2021-03-21,NYC,MoMA,Member,4,72
VIS023022,2023-07-27,NYC,Whitney,Student,5,150
VIS023023,2024-10-19,NYC,Whitney,Child,3,90
VIS023024,2025-12-24,Chicago,Science and Industry,Senior,6,108
VIS023025,2024-04-18,NYC,MoMA,Adult,3,54
VIS023026,2024-07-09,NYC,Metropolitan Museum,Adult,2,0
VIS023027,2024-07-13,NYC,MoMA,Adult,2,24
VIS023028,2024-03-09,NYC,Whitney,Adult,4,48
VIS023029,2023-01-09,NYC,MoMA,Child,3,36
VIS023030,2022-07-22,Chicago,Art Institute of Chicago,Child,5,125
VIS023031,2021-08-11,Chicago,Science and Industry,Member,2,60
VIS023032,2023-06-01,NYC,Whitney,Member,5,150
VIS023033,2025-12-01,NYC,Guggenheim,Adult,4,48
VIS023034,2022-03-28,Chicago,Science and Industry,Member,1,12
VIS023035,2025-10-27,NYC,Whitney,Child,2,0
VIS023036,2023-03-27,Chicago,Shedd Aquarium,Student,4,100
VIS023037,2021-06-10,NYC,Metropolitan Museum,Student,4,120
VIS023038,2023-07-22,NYC,MoMA,Senior,3,0
VIS023039,2022-04-26,NYC,Metropolitan Museum,Senior,2,50
VIS023040,2025-11-16,Chicago,Science and Industry,Student,2,60
VIS023041,2021-08-10,Chicago,Shedd Aquarium,Student,6,150
VIS023042,2023-10-10,NYC,Metropolitan Museum,Senior,4,72
VIS023043,2025-06-25,Chicago,Science and Industry,Student,4,100
VIS023044,2021-09-03,NYC,MoMA,Child,6,108
VIS023045,2021-10-17,Chicago,Field Museum,Adult,4,100
VIS023046,2024-04-30,NYC,Whitney,Member,1,25
VIS023047,2023-12-16,NYC,Guggenheim,Child,4,72
VIS023048,2023-07-26,NYC,MoMA,Senior,6,180
VIS023049,2022-09-05,Chicago,Science and Industry,Adult,3,36
VIS023050,2021-01-07,NYC,Metropolitan Museum,Member,1,12
VIS023051,2023-06-16,Chicago,Art Institute of Chicago,Member,4,120
VIS023052,2023-08-14,Chicago,Shedd Aquarium,Member,3,54
VIS023053,2023-08-18,Chicago,Art Institute of Chicago,Senior,5,150
VIS023054,2023-04-29,NYC,Metropolitan Museum,Student,3,75
VIS023055,2021-07-26,Chicago,Science and Industry,Adult,1,0
VIS023056,2023-09-21,NYC,Guggenheim,Member,1,12
VIS023057,2021-11-25,Chicago,Shedd Aquarium,Member,6,0
VIS023058,2021-02-08,Chicago,Field Museum,Adult,3,54
VIS023059,2023-10-16,NYC,MoMA,Student,4,72
VIS023060,2025-05-18,Chicago,Shedd Aquarium,Member,5,0
VIS023061,2024-12-10,Chicago,Field Museum,Senior,4,0
VIS023062,2022-05-27,NYC,Guggenheim,Adult,3,0
VIS023063,2025-05-06,Chicago,Field Museum,Adult,4,72
VIS023064,2021-07-27,NYC,Whitney,Student,4,120
VIS023065,2022-02-07,Chicago,Science and Industry,Member,4,48
VIS023066,2021-12-17,Chicago,Art Institute of Chicago,Adult,4,120
VIS023067,2021-08-08,Chicago,Field Museum,Student,6,180
VIS023068,2025-01-02,NYC,Metropolitan Museum,Student,3,90
VIS023069,2024-07-28,Chicago,Science and Industry,Member,2,50
VIS023070,2021-05-08,NYC,Metropolitan Museum,Adult,1,0
VIS023071,2022-05-14,Chicago,Field Museum,Member,4,48
VIS023072,2022-11-08,NYC,Guggenheim,Senior,1,0
VIS023073,2025-06-14,Chicago,Shedd Aquarium,Child,1,0
VIS023074,2023-09-20,Chicago,Science and Industry,Child,6,108
VIS023075,2024-06-17,NYC,Whitney,Adult,4,120
VIS023076,2023-08-09,Chicago,Field Museum,Senior,5,60
VIS023077,2025-08-27,NYC,Metropolitan Museum,Senior,6,108
VIS023078,2022-07-20,NYC,MoMA,Child,4,100
VIS023079,2022-01-09,NYC,Metropolitan Museum,Adult,1,18
VIS023080,2024-04-27,NYC,MoMA,Child,2,0
VIS023081,2021-05-16,NYC,MoMA,Child,4,72
VIS023082,2022-03-20,Chicago,Shedd Aquarium,Student,5,150
VIS023083,2023-03-21,NYC,MoMA,Member,3,90
VIS023084,2021-02-23,Chicago,Shedd Aquarium,Senior,5,90
VIS023085,2023-01-07,NYC,Metropolitan Museum,Child,6,108
VIS023086,2022-03-27,NYC,Guggenheim,Student,4,0
VIS023087,2025-11-23,NYC,MoMA,Senior,2,50
VIS023088,2022-11-23,Chicago,Field Museum,Member,6,150
VIS023089,2021-05-06,Chicago,Art Institute of Chicago,Student,5,0
VIS023090,2021-04-05,Chicago,Art Institute of Chicago,Adult,3,0
VIS023091,2023-01-03,NYC,Guggenheim,Student,5,60
VIS023092,2024-02-10,Chicago,Science and Industry,Student,5,60
VIS023093,2023-01-17,Chicago,Art Institute of Chicago,Child,1,0
VIS023094,2025-11-01,NYC,Whitney,Senior,4,72
VIS023095,2021-01-19,Chicago,Shedd Aquarium,Child,6,72
VIS023096,2023-07-26,Chicago,Art Institute of Chicago,Senior,3,54
VIS023097,2024-02-20,Chicago,Shedd Aquarium,Senior,3,54
VIS023098,2023-09-24,Chicago,Science and Industry,Adult,1,0
VIS023099,2025-07-03,NYC,Guggenheim,Adult,4,100
VIS023100,2023-08-31,NYC,Metropolitan Museum,Senior,6,0
VIS023101,2021-07-04,NYC,Guggenheim,Student,4,0
VIS023102,2024-05-21,Chicago,Shedd Aquarium,Senior,1,18
VIS023103,2023-02-14,Chicago,Art Institute of Chicago,Adult,3,90
VIS023104,2023-11-10,NYC,Guggenheim,Member,5,150
VIS023105,2023-06-07,NYC,Guggenheim,Senior,5,90
VIS023106,2025-10-25,Chicago,Field Museum,Adult,2,24
VIS023107,2023-06-28,Chicago,Field Museum,Child,6,180
VIS023108,2024-09-05,Chicago,Art Institute of Chicago,Member,3,54
VIS023109,2024-08-29,Chicago,Science and Industry,Child,1,18
VIS023110,2024-05-05,Chicago,Science and Industry,Adult,2,50
VIS023111,2025-02-05,Chicago,Art Institute of Chicago,Student,3,75
VIS023112,2023-08-25,Chicago,Science and Industry,Adult,1,0
VIS023113,2024-10-26,Chicago,Science and Industry,Student,1,12
VIS023114,2023-11-01,NYC,Metropolitan Museum,Student,3,36
VIS023115,2025-08-23,Chicago,Shedd Aquarium,Senior,5,150
VIS023116,2021-04-09,Chicago,Shedd Aquarium,Student,4,72
VIS023117,2021-03-30,Chicago,Field Museum,Adult,1,30
VIS023118,2023-08-10,Chicago,Science and Industry,Senior,4,100
VIS023119,2025-04-11,Chicago,Field Museum,Child,1,30
VIS023120,2022-05-23,NYC,Whitney,Senior,3,54
VIS023121,2023-11-27,NYC,MoMA,Child,1,0
VIS023122,2024-09-08,Chicago,Field Museum,Senior,5,90
VIS023123,2021-04-27,Chicago,Shedd Aquarium,Student,5,150
VIS023124,2021-11-12,Chicago,Shedd Aquarium,Student,5,125
VIS023125,2023-09-13,NYC,Metropolitan Museum,Adult,3,75
VIS023126,2025-01-04,NYC,Metropolitan Museum,Student,4,0
VIS023127,2022-05-28,NYC,Metropolitan Museum,Child,5,150
VIS023128,2022-07-19,Chicago,Field Museum,Adult,2,24
VIS023129,2023-04-08,NYC,Guggenheim,Member,6,180
VIS023130,2025-09-10,NYC,MoMA,Senior,5,60
VIS023131,2022-11-02,NYC,Guggenheim,Child,6,150
VIS023132,2024-06-19,Chicago,Shedd Aquarium,Adult,3,0
VIS023133,2022-09-09,Chicago,Science and Industry,Adult,4,120
VIS023134,2022-08-16,Chicago,Art Institute of Chicago,Adult,4,72
VIS023135,2021-07-19,Chicago,Art Institute of Chicago,Student,6,180
VIS023136,2022-01-14,NYC,MoMA,Student,4,0
VIS023137,2022-03-24,Chicago,Science and Industry,Member,1,25
VIS023138,2025-09-18,NYC,Whitney,Child,6,72
VIS023139,2024-12-02,NYC,Guggenheim,Child,1,25
VIS023140,2021-09-16,NYC,Whitney,Member,1,25
VIS023141,2022-05-20,Chicago,Field Museum,Child,4,100
VIS023142,2024-12-26,Chicago,Art Institute of Chicago,Child,3,75
VIS023143,2021-03-02,Chicago,Science and Industry,Senior,2,36
VIS023144,2023-09-08,NYC,Metropolitan Museum,Member,4,120
VIS023145,2024-10-13,Chicago,Art Institute of Chicago,Student,6,0
VIS023146,2024-12-29,Chicago,Shedd Aquarium,Senior,6,0
VIS023147,2025-01-28,NYC,Guggenheim,Adult,3,0
VIS023148,2024-10-21,Chicago,Science and Industry,Member,2,24
VIS023149,2024-09-02,NYC,Whitney,Child,2,60
VIS023150,2022-10-23,NYC,Metropolitan Museum,Student,4,48
VIS023151,2023-05-26,Chicago,Shedd Aquarium,Student,4,100
VIS023152,2025-05-06,Chicago,Field Museum,Member,6,180
VIS023153,2025-07-02,Chicago,Field Museum,Adult,3,54
VIS023154,2023-10-22,Chicago,Art Institute of Chicago,Member,2,50
VIS023155,2022-05-20,Chicago,Shedd Aquarium,Student,4,120
VIS023156,2023-05-16,NYC,Whitney,Senior,2,24
VIS023157,2021-12-22,NYC,MoMA,Student,4,48
VIS023158,2022-11-07,NYC,MoMA,Adult,2,50
VIS023159,2023-08-03,Chicago,Field Museum,Adult,5,150
VIS023160,2025-02-07,Chicago,Field Museum,Senior,2,24
VIS023161,2022-02-16,Chicago,Field Museum,Member,4,0
VIS023162,2024-10-11,NYC,Whitney,Adult,4,48
VIS023163,2024-01-04,Chicago,Science and Industry,Member,6,150
VIS023164,2025-04-06,Chicago,Field Museum,Senior,4,72
VIS023165,2021-02-11,NYC,MoMA,Adult,2,36
VIS023166,2021-01-25,Chicago,Art Institute of Chicago,Member,5,60
VIS023167,2021-04-04,NYC,Metropolitan Museum,Student,1,30
VIS023168,2022-02-09,NYC,Metropolitan Museum,Student,2,0
VIS023169,2021-09-25,NYC,Metropolitan Museum,Child,6,150
VIS023170,2025-07-07,Chicago,Art Institute of Chicago,Child,6,72
VIS023171,2025-04-19,NYC,Guggenheim,Member,5,0
VIS023172,2023-06-23,Chicago,Field Museum,Adult,4,100
VIS023173,2023-02-27,NYC,MoMA,Senior,4,72
VIS023174,2021-11-10,NYC,Whitney,Senior,1,25
VIS023175,2022-03-26,NYC,Metropolitan Museum,Senior,2,24
VIS023176,2023-12-30,NYC,Metropolitan Museum,Student,6,72
VIS023177,2021-10-10,Chicago,Art Institute of Chicago,Child,1,12
VIS023178,2025-07-23,Chicago,Science and Industry,Student,4,48
VIS023179,2024-06-18,Chicago,Field Museum,Member,3,90
VIS023180,2023-07-19,Chicago,Shedd Aquarium,Adult,6,180
VIS023181,2022-06-25,NYC,MoMA,Senior,5,90
VIS023182,2025-07-13,NYC,Whitney,Adult,3,75
VIS023183,2024-09-15,Chicago,Shedd Aquarium,Child,5,0
VIS023184,2022-12-14,Chicago,Science and Industry,Member,4,100
VIS023185,2024-06-25,NYC,MoMA,Child,3,90
VIS023186,2023-07-09,Chicago,Field Museum,Senior,1,12
VIS023187,2024-04-21,NYC,Whitney,Student,6,180
VIS023188,2024-05-25,NYC,Whitney,Child,3,54
VIS023189,2021-09-06,NYC,Metropolitan Museum,Student,1,12
VIS023190,2025-07-09,Chicago,Art Institute of Chicago,Senior,2,24
VIS023191,2022-06-08,NYC,MoMA,Member,2,50
VIS023192,2025-02-25,NYC,Guggenheim,Senior,1,25
VIS023193,2023-08-30,NYC,MoMA,Adult,3,36
VIS023194,2022-04-20,Chicago,Shedd Aquarium,Adult,4,48
VIS023195,2021-02-11,Chicago,Field Museum,Adult,3,75
VIS023196,2021-05-03,NYC,MoMA,Member,2,0
VIS023197,2021-09-18,Chicago,Art Institute of Chicago,Student,3,90
VIS023198,2025-08-28,NYC,Whitney,Child,3,0
VIS023199,2023-07-23,NYC,Metropolitan Museum,Student,2,0
VIS023200,2024-05-11,Chicago,Science and Industry,Member,3,0
VIS023201,2023-07-04,NYC,Metropolitan Museum,Adult,2,36
VIS023202,2025-07-04,NYC,MoMA,Student,4,0
VIS023203,2024-07-14,NYC,MoMA,Student,5,125
VIS023204,2021-05-04,NYC,Whitney,Student,6,72
VIS023205,2023-02-05,NYC,Metropolitan Museum,Senior,4,72
VIS023206,2024-01-29,Chicago,Science and Industry,Adult,5,150
VIS023207,2025-11-02,NYC,Whitney,Member,4,0
VIS023208,2023-11-07,Chicago,Science and Industry,Senior,3,0
VIS023209,2022-08-27,NYC,MoMA,Member,4,72
VIS023210,2023-03-31,Chicago,Science and Industry,Adult,3,75
VIS023211,2024-02-23,Chicago,Field Museum,Adult,3,0
VIS023212,2022-04-21,NYC,Whitney,Child,4,0
VIS023213,2024-08-25,Chicago,Field Museum,Student,1,25
VIS023214,2023-08-25,Chicago,Art Institute of Chicago,Member,4,72
VIS023215,2021-01-05,Chicago,Art Institute of Chicago,Member,2,50
VIS023216,2023-10-22,NYC,Whitney,Child,6,72
VIS023217,2023-08-05,Chicago,Field Museum,Child,5,0
VIS023218,2022-01-15,Chicago,Field Museum,Adult,3,0
VIS023219,2021-03-02,NYC,Whitney,Adult,1,30
VIS023220,2021-03-07,Chicago,Science and Industry,Student,5,150
VIS023221,2024-05-07,NYC,Whitney,Child,3,54
VIS023222,2022-07-25,Chicago,Art Institute of Chicago,Student,6,108
VIS023223,2023-02-09,NYC,Metropolitan Museum,Student,6,108
VIS023224,2021-05-20,Chicago,Shedd Aquarium,Member,1,12
VIS023225,2025-05-03,NYC,Metropolitan Museum,Adult,4,0
VIS023226,2025-06-02,Chicago,Science and Industry,Student,3,90
VIS023227,2022-02-07,NYC,Whitney,Senior,6,180
VIS023228,2024-03-19,Chicago,Art Institute of Chicago,Child,3,36
VIS023229,2023-06-21,NYC,MoMA,Student,3,75
VIS023230,2025-01-30,NYC,Metropolitan Museum,Student,5,90
VIS023231,2025-05-26,NYC,Metropolitan Museum,Child,2,0
VIS023232,2022-04-21,NYC,Whitney,Senior,3,54
VIS023233,2023-07-19,Chicago,Science and Industry,Adult,1,18
VIS023234,2023-02-18,NYC,Metropolitan Museum,Student,2,50
VIS023235,2023-03-24,NYC,Metropolitan Museum,Senior,3,90
VIS023236,2021-02-25,Chicago,Science and Industry,Member,5,150
VIS023237,2021-05-09,NYC,Metropolitan Museum,Senior,2,36
VIS023238,2025-08-06,NYC,Guggenheim,Adult,4,48
VIS023239,2021-08-09,NYC,MoMA,Senior,1,0
VIS023240,2025-07-10,Chicago,Science and Industry,Senior,1,12
VIS023241,2025-07-16,NYC,Metropolitan Museum,Child,2,50
VIS023242,2022-12-03,Chicago,Field Museum,Child,2,24
VIS023243,2021-12-25,NYC,Whitney,Student,3,75
VIS023244,2023-08-07,NYC,Metropolitan Museum,Child,4,120
VIS023245,2021-06-15,Chicago,Science and Industry,Child,3,0
VIS023246,2022-11-01,NYC,Metropolitan Museum,Adult,4,120
VIS023247,2024-01-14,Chicago,Field Museum,Adult,2,60
VIS023248,2025-09-16,Chicago,Field Museum,Member,1,12
VIS023249,2024-02-26,NYC,MoMA,Adult,3,36
VIS023250,2023-10-17,NYC,Metropolitan Museum,Member,4,100
VIS023251,2023-10-29,Chicago,Field Museum,Student,4,0
VIS023252,2022-06-22,Chicago,Shedd Aquarium,Adult,5,125
VIS023253,2023-10-17,Chicago,Art Institute of Chicago,Child,3,54
VIS023254,2021-10-19,Chicago,Science and Industry,Student,2,24
VIS023255,2025-09-07,NYC,Whitney,Adult,3,90
VIS023256,2023-07-19,Chicago,Science and Industry,Child,1,18
VIS023257,2025-10-04,NYC,Guggenheim,Member,3,54
VIS023258,2021-04-23,Chicago,Shedd Aquarium,Student,2,60
VIS023259,2021-04-04,Chicago,Field Museum,Member,4,100
VIS023260,2021-01-03,NYC,Metropolitan Museum,Member,6,180
VIS023261,2025-01-31,Chicago,Field Museum,Senior,4,0
VIS023262,2023-03-26,NYC,MoMA,Student,2,24
VIS023263,2025-05-22,NYC,Metropolitan Museum,Adult,3,75
VIS023264,2022-04-14,Chicago,Field Museum,Student,5,150
VIS023265,2021-02-10,NYC,Whitney,Adult,2,36
VIS023266,2022-10-30,NYC,Guggenheim,Child,5,60
VIS023267,2022-07-21,NYC,Metropolitan Museum,Child,5,90
VIS023268,2025-03-30,Chicago,Shedd Aquarium,Student,2,24
VIS023269,2021-05-01,NYC,Whitney,Student,5,150
VIS023270,2023-05-06,NYC,MoMA,Child,4,120
VIS023271,2021-03-29,Chicago,Shedd Aquarium,Student,2,50
VIS023272,2021-09-08,NYC,Metropolitan Museum,Student,6,150
VIS023273,2023-08-25,NYC,Whitney,Senior,4,0
VIS023274,2024-02-01,Chicago,Shedd Aquarium,Student,5,60
VIS023275,2022-03-10,NYC,Guggenheim,Member,1,30
VIS023276,2023-01-27,NYC,Metropolitan Museum,Senior,2,0
VIS023277,2024-06-30,Chicago,Science and Industry,Child,4,0
VIS023278,2024-05-24,Chicago,Art Institute of Chicago,Student,6,150
VIS023279,2022-03-14,Chicago,Field Museum,Student,6,72
VIS023280,2022-05-08,Chicago,Field Museum,Child,6,0
VIS023281,2025-04-22,NYC,Whitney,Child,5,60
VIS023282,2024-01-12,NYC,Metropolitan Museum,Adult,4,120
VIS023283,2021-04-17,NYC,MoMA,Student,6,0
VIS023284,2023-05-28,NYC,Metropolitan Museum,Member,3,75
VIS023285,2022-10-30,NYC,MoMA,Member,3,36
VIS023286,2021-06-01,Chicago,Shedd Aquarium,Senior,2,50
VIS023287,2023-07-03,Chicago,Field Museum,Member,6,0
VIS023288,2021-10-11,NYC,Guggenheim,Member,5,90
VIS023289,2021-03-17,NYC,MoMA,Member,6,108
VIS023290,2022-12-12,Chicago,Art Institute of Chicago,Senior,3,90
VIS023291,2025-07-12,NYC,MoMA,Member,2,50
VIS023292,2023-03-06,NYC,Whitney,Senior,4,120
VIS023293,2023-12-24,NYC,MoMA,Member,2,50
VIS023294,2021-01-11,Chicago,Art Institute of Chicago,Student,5,125
VIS023295,2024-03-14,NYC,Metropolitan Museum,Member,3,0
VIS023296,2023-09-06,NYC,Metropolitan Museum,Student,1,0
VIS023297,2025-12-26,Chicago,Science and Industry,Student,5,125
VIS023298,2021-03-02,NYC,Guggenheim,Child,5,0
VIS023299,2023-04-07,Chicago,Science and Industry,Senior,1,18
VIS023300,2025-10-01,Chicago,Field Museum,Adult,3,54
VIS023301,2024-06-22,NYC,Whitney,Member,3,75
VIS023302,2021-06-09,NYC,Guggenheim,Senior,2,60
VIS023303,2024-07-18,NYC,Whitney,Child,6,108
VIS023304,2021-09-24,Chicago,Field Museum,Child,1,25
VIS023305,2025-11-14,Chicago,Art Institute of Chicago,Member,2,60
VIS023306,2021-08-26,Chicago,Shedd Aquarium,Adult,1,30
VIS023307,2025-02-01,NYC,MoMA,Adult,4,100
VIS023308,2022-04-11,Chicago,Field Museum,Adult,6,180
VIS023309,2022-11-09,Chicago,Field Museum,Senior,4,72
VIS023310,2024-09-10,Chicago,Art Institute of Chicago,Member,6,180
VIS023311,2021-08-30,NYC,Whitney,Student,4,120
VIS023312,2024-11-30,Chicago,Shedd Aquarium,Child,2,24
VIS023313,2021-04-19,NYC,MoMA,Student,3,36
VIS023314,2021-03-25,NYC,Guggenheim,Member,1,12
VIS023315,2025-04-11,NYC,Whitney,Adult,3,90
VIS023316,2021-09-19,Chicago,Shedd Aquarium,Member,2,50
VIS023317,2021-10-31,NYC,Guggenheim,Child,6,0
VIS023318,2024-01-07,NYC,MoMA,Student,6,0
VIS023319,2024-11-06,NYC,MoMA,Child,5,90
VIS023320,2023-11-09,Chicago,Science and Industry,Student,1,30
VIS023321,2023-08-04,NYC,Metropolitan Museum,Adult,3,54
VIS023322,2024-04-30,Chicago,Science and Industry,Student,5,60
VIS023323,2023-11-26,Chicago,Art Institute of Chicago,Member,6,180
VIS023324,2023-05-03,Chicago,Science and Industry,Child,3,0
VIS023325,2025-10-31,Chicago,Shedd Aquarium,Adult,3,0
VIS023326,2022-07-31,NYC,Metropolitan Museum,Adult,4,100
VIS023327,2024-10-02,NYC,Guggenheim,Child,4,120
VIS023328,2021-08-12,NYC,MoMA,Adult,2,24
VIS023329,2025-07-28,NYC,Metropolitan Museum,Senior,2,60
VIS023330,2022-10-11,Chicago,Science and Industry,Member,1,12
VIS023331,2025-01-05,Chicago,Science and Industry,Student,6,180
VIS023332,2021-09-03,NYC,Guggenheim,Member,3,0
VIS023333,2022-05-10,Chicago,Field Museum,Adult,1,30
VIS023334,2025-10-06,NYC,Whitney,Member,5,125
VIS023335,2025-01-20,NYC,Guggenheim,Child,6,72
VIS023336,2021-01-15,NYC,Whitney,Member,1,0
VIS023337,2021-05-24,Chicago,Field Museum,Student,3,36
VIS023338,2022-11-01,Chicago,Art Institute of Chicago,Student,6,180
VIS023339,2023-10-12,NYC,Guggenheim,Member,5,125
VIS023340,2025-02-19,NYC,Guggenheim,Adult,3,54
VIS023341,2021-10-31,NYC,Whitney,Member,1,25
VIS023342,2022-02-18,Chicago,Field Museum,Student,2,60
VIS023343,2023-01-22,NYC,Metropolitan Museum,Senior,3,54
VIS023344,2024-06-20,Chicago,Field Museum,Senior,3,0
VIS023345,2025-08-22,Chicago,Science and Industry,Member,3,36
VIS023346,2022-12-13,NYC,Metropolitan Museum,Child,1,12
VIS023347,2022-07-29,Chicago,Science and Industry,Student,4,120
VIS023348,2022-04-25,Chicago,Shedd Aquarium,Child,6,108
VIS023349,2023-05-23,Chicago,Field Museum,Member,2,36
VIS023350,2025-04-28,NYC,Metropolitan Museum,Member,4,48
VIS023351,2024-04-07,Chicago,Art Institute of Chicago,Member,3,75
VIS023352,2023-08-27,NYC,MoMA,Senior,4,0
VIS023353,2022-06-22,NYC,Whitney,Senior,3,36
VIS023354,2023-09-03,Chicago,Art Institute of Chicago,Student,2,36
VIS023355,2021-04-01,NYC,Whitney,Student,3,54
VIS023356,2023-11-11,NYC,Guggenheim,Member,3,54
VIS023357,2024-05-30,Chicago,Art Institute of Chicago,Adult,3,90
VIS023358,2025-06-20,Chicago,Field Museum,Member,4,120
VIS023359,2023-01-08,Chicago,Art Institute of Chicago,Senior,4,100
VIS023360,2021-07-31,Chicago,Field Museum,Child,3,75
VIS023361,2025-01-14,NYC,Whitney,Adult,5,150
VIS023362,2023-05-21,Chicago,Art Institute of Chicago,Student,5,60
VIS023363,2021-07-20,Chicago,Science and Industry,Senior,2,50
VIS023364,2021-03-18,Chicago,Science and Industry,Senior,4,72
VIS023365,2021-07-05,Chicago,Field Museum,Member,1,25
VIS023366,2021-10-27,Chicago,Science and Industry,Child,3,54
VIS023367,2025-12-18,Chicago,Shedd Aquarium,Student,5,60
VIS023368,2024-06-07,Chicago,Science and Industry,Student,6,72
VIS023369,2022-10-21,NYC,Whitney,Child,2,24
VIS023370,2022-06-15,NYC,Whitney,Adult,4,72
VIS023371,2021-03-17,Chicago,Art Institute of Chicago,Student,3,0
